subdistrict_name,state_name,fiber_length_km
Kosli,HARYANA,163.4027
Rewari,HARYANA,772.0511
Bawal,HARYANA,149.0542
Pataudi,HARYANA,63.9387
Gurgaon,HARYANA,374.6443
Farrukhnagar,HARYANA,104.623
Manesar,HARYANA,72.5478
Sohna,HARYANA,151.1888
Taoru,HARYANA,91.2744
Nuh,HARYANA,175.2874
Ferozepur Jhirka,HARYANA,246.9786
Punahana,HARYANA,140.7549
Faridabad,HARYANA,236.0191
Ballabgarh,HARYANA,166.814
Palwal,HARYANA,396.5644
Hathin,HARYANA,162.0225
Hodal,HARYANA,153.4947
Dadri,HARYANA,304.4738
Badhra,HARYANA,118.2086
Pangi,HIMACHAL PRADESH,69.5853
Chaurah,HIMACHAL PRADESH,139.4804
Saluni,HIMACHAL PRADESH,71.5462
Bhalai,HIMACHAL PRADESH,28.6046
Dalhousie,HIMACHAL PRADESH,53.9946
Bhattiyat,HIMACHAL PRADESH,100.375
Sihunta,HIMACHAL PRADESH,87.8065
Chamba,HIMACHAL PRADESH,430.7454
Holi,HIMACHAL PRADESH,102.7596
Brahmaur,HIMACHAL PRADESH,83.5305
Nurpur,HIMACHAL PRADESH,243.0256
Indora,HIMACHAL PRADESH,105.6558
Fatehpur,HIMACHAL PRADESH,130.7021
Jawali,HIMACHAL PRADESH,220.5103
Harchakian,HIMACHAL PRADESH,112.9778
Shahpur,HIMACHAL PRADESH,145.8209
Dharmsala,HIMACHAL PRADESH,192.1234
Kangra,HIMACHAL PRADESH,457.8598
Nagrota Bagwan,HIMACHAL PRADESH,249.1574
Baroh,HIMACHAL PRADESH,108.8619
Dera Gopipur,HIMACHAL PRADESH,397.0609
Jawalamukhi,HIMACHAL PRADESH,110.941
Jaswan,HIMACHAL PRADESH,52.6888
Rakkar,HIMACHAL PRADESH,83.3871
Khundian,HIMACHAL PRADESH,117.3356
Thural,HIMACHAL PRADESH,52.8232
Dhira,HIMACHAL PRADESH,81.0027
Jaisinghpur,HIMACHAL PRADESH,173.8471
Palampur,HIMACHAL PRADESH,283.9882
Baijnath,HIMACHAL PRADESH,145.5972
Multhan,HIMACHAL PRADESH,44.7339
Udaipur,HIMACHAL PRADESH,65.8064
Lahul,HIMACHAL PRADESH,159.2573
Spiti,HIMACHAL PRADESH,148.7108
Manali,HIMACHAL PRADESH,99.8556
Kullu,HIMACHAL PRADESH,435.7724
Sainj,HIMACHAL PRADESH,80.8153
Banjar,HIMACHAL PRADESH,90.0449
Ani,HIMACHAL PRADESH,85.7259
Nermand,HIMACHAL PRADESH,86.0836
Padhar,HIMACHAL PRADESH,131.6344
Jogindarnagar,HIMACHAL PRADESH,126.8852
Lad Bharol,HIMACHAL PRADESH,38.9834
Sandhol,HIMACHAL PRADESH,39.7277
Dharmpur,HIMACHAL PRADESH,74.631
Kotli,HIMACHAL PRADESH,56.3275
Sarkaghat,HIMACHAL PRADESH,35.8874
Bhadrota,HIMACHAL PRADESH,20.73
Baldwara,HIMACHAL PRADESH,16.83
Sundarnagar,HIMACHAL PRADESH,101.6153
Mandi,HIMACHAL PRADESH,513.2039
Aut,HIMACHAL PRADESH,48.7924
Bali Chowki,HIMACHAL PRADESH,95.3401
Thunag,HIMACHAL PRADESH,128.4796
Chachyot,HIMACHAL PRADESH,113.335
Nihri,HIMACHAL PRADESH,58.7086
Karsog,HIMACHAL PRADESH,198.5391
Tira Sujanpur,HIMACHAL PRADESH,95.7357
Nadaun,HIMACHAL PRADESH,88.6886
Galore,HIMACHAL PRADESH,93.2504
Hamirpur,HIMACHAL PRADESH,263.2988
Barsar,HIMACHAL PRADESH,85.3172
Dhatwal,HIMACHAL PRADESH,67.688
Bhoranj,HIMACHAL PRADESH,83.4255
Bharwain,HIMACHAL PRADESH,43.1394
Amb,HIMACHAL PRADESH,293.5494
Bangana,HIMACHAL PRADESH,164.3942
Una,HIMACHAL PRADESH,230.8173
Haroli,HIMACHAL PRADESH,89.9806
Ghumarwin,HIMACHAL PRADESH,108.5271
Bharari,HIMACHAL PRADESH,32.0789
Jhanduta,HIMACHAL PRADESH,140.941
Naina Devi,HIMACHAL PRADESH,81.4799
Bilaspur Sadar,HIMACHAL PRADESH,90.5047
Namhol,HIMACHAL PRADESH,37.9184
Arki,HIMACHAL PRADESH,73.438
Darlaghat,HIMACHAL PRADESH,12.3594
Ramshahr,HIMACHAL PRADESH,27.1822
Nalagarh,HIMACHAL PRADESH,39.9254
Baddi,HIMACHAL PRADESH,1.7007
Krishangarh,HIMACHAL PRADESH,34.9723
Kasauli,HIMACHAL PRADESH,13.0702
Solan,HIMACHAL PRADESH,60.8216
Kandaghat,HIMACHAL PRADESH,69.4907
Rajgarh,HIMACHAL PRADESH,0.0
Nohra,HIMACHAL PRADESH,0.0
Pachhad,HIMACHAL PRADESH,0.2243
Renuka,HIMACHAL PRADESH,0.0
Dadahu,HIMACHAL PRADESH,0.0
Nahan,HIMACHAL PRADESH,7.8033
Paonta Sahib,HIMACHAL PRADESH,7.8602
Kamrau,HIMACHAL PRADESH,0.0
Shalai,HIMACHAL PRADESH,0.0
Ronhat,HIMACHAL PRADESH,0.0
Rampur,HIMACHAL PRADESH,13.3517
Nankhari,HIMACHAL PRADESH,0.0
Kumharsain,HIMACHAL PRADESH,0.0
Seoni,HIMACHAL PRADESH,11.6123
Shimla   ( Rural ),HIMACHAL PRADESH,18.1552
Junga,HIMACHAL PRADESH,0.0
Theog,HIMACHAL PRADESH,0.0
Chaupal,HIMACHAL PRADESH,0.0
Cheta,HIMACHAL PRADESH,0.0
Nerua,HIMACHAL PRADESH,0.0
Jubbal,HIMACHAL PRADESH,0.0
Kotkhai,HIMACHAL PRADESH,0.0
Tikar,HIMACHAL PRADESH,0.0
Rohru,HIMACHAL PRADESH,0.0
Chirgaon,HIMACHAL PRADESH,0.0
Dodra Kwar,HIMACHAL PRADESH,0.0
Hangrang,HIMACHAL PRADESH,61.1835
Poo,HIMACHAL PRADESH,76.4475
Morang,HIMACHAL PRADESH,136.913
Kalpa,HIMACHAL PRADESH,52.1946
Nichar,HIMACHAL PRADESH,73.4022
Sangla,HIMACHAL PRADESH,60.9199
Kupwara,JAMMU & KASHMIR,0.0
Handwara,JAMMU & KASHMIR,0.0
Khag,JAMMU & KASHMIR,0.0
Beerwah,JAMMU & KASHMIR,0.0
Khansahib,JAMMU & KASHMIR,0.0
Budgam,JAMMU & KASHMIR,0.0
Chadoora,JAMMU & KASHMIR,0.0
Charar- E- Shrief,JAMMU & KASHMIR,0.0
Haveli,JAMMU & KASHMIR,0.0
Mandi,JAMMU & KASHMIR,0.0
Mendhar,JAMMU & KASHMIR,0.0
Surankote,JAMMU & KASHMIR,0.0
Thanamandi,JAMMU & KASHMIR,0.0
Darhal,JAMMU & KASHMIR,0.0
Rajauri,JAMMU & KASHMIR,0.0
Budhal,JAMMU & KASHMIR,0.0
Kalakote,JAMMU & KASHMIR,0.0
Nowshehra,JAMMU & KASHMIR,0.0
Sunderbani,JAMMU & KASHMIR,0.0
Billawar,JAMMU & KASHMIR,0.0
Bashohli,JAMMU & KASHMIR,0.2391
Bani,JAMMU & KASHMIR,0.0
Kathua,JAMMU & KASHMIR,29.5004
Hiranagar,JAMMU & KASHMIR,13.7605
Sopore,JAMMU & KASHMIR,0.0
Rafiabad,JAMMU & KASHMIR,0.0
Pattan,JAMMU & KASHMIR,0.0
Baramulla,JAMMU & KASHMIR,0.0
Kreeri,JAMMU & KASHMIR,0.0
Uri,JAMMU & KASHMIR,0.0
Boniyar,JAMMU & KASHMIR,0.0
Tangmarg,JAMMU & KASHMIR,0.0
Gurez,JAMMU & KASHMIR,0.0
Bandipora,JAMMU & KASHMIR,0.0
Sonawari,JAMMU & KASHMIR,0.0
Srinagar (North),JAMMU & KASHMIR,0.0
Srinagar (South),JAMMU & KASHMIR,0.0
Lar,JAMMU & KASHMIR,0.0
Kangan,JAMMU & KASHMIR,0.0
Ganderbal,JAMMU & KASHMIR,0.0
Pampore,JAMMU & KASHMIR,0.0
Awantipora,JAMMU & KASHMIR,0.0
Tral,JAMMU & KASHMIR,0.0
Pulwama,JAMMU & KASHMIR,0.0
Shopian,JAMMU & KASHMIR,0.0
Pahalgam,JAMMU & KASHMIR,0.0
Bijbehara,JAMMU & KASHMIR,0.0
Anantnag,JAMMU & KASHMIR,0.0
Shangus,JAMMU & KASHMIR,0.0
Kokernag,JAMMU & KASHMIR,0.0
Dooru,JAMMU & KASHMIR,0.0
Kulgam,JAMMU & KASHMIR,0.0
Devsar,JAMMU & KASHMIR,0.0
Damhal Hanjipora,JAMMU & KASHMIR,0.0
Doda,JAMMU & KASHMIR,0.0
Thathri,JAMMU & KASHMIR,0.0
Gandoh,JAMMU & KASHMIR,0.0
Bhaderwah,JAMMU & KASHMIR,0.0
Banihal,JAMMU & KASHMIR,0.0
Ramban,JAMMU & KASHMIR,0.0
Kishtwar,JAMMU & KASHMIR,0.0
Marwah,JAMMU & KASHMIR,0.0
Chhatroo,JAMMU & KASHMIR,0.0
Atholi (Paddar),JAMMU & KASHMIR,0.0
Udhampur,JAMMU & KASHMIR,0.0
Chenani,JAMMU & KASHMIR,0.0
Ramnagar,JAMMU & KASHMIR,0.0
Majalta,JAMMU & KASHMIR,0.0
Gool-Gulabgarh,JAMMU & KASHMIR,0.0
Reasi,JAMMU & KASHMIR,0.0
Akhnoor,JAMMU & KASHMIR,12.0481
Jammu,JAMMU & KASHMIR,64.5893
Ranbir Singh Pora,JAMMU & KASHMIR,78.7912
Bishnah,JAMMU & KASHMIR,74.8205
Samba,JAMMU & KASHMIR,99.0561
 ,JAMMU & KASHMIR,0.0
Gurez,JAMMU & KASHMIR,0.0
 ,JAMMU & KASHMIR,0.0
 ,JAMMU & KASHMIR,0.0
Kupwara,JAMMU & KASHMIR,0.0
Karnah,JAMMU & KASHMIR,0.0
Kharaundhi,JHARKHAND,9.3709
Bhawnathpur,JHARKHAND,5.3213
Ketar*,JHARKHAND,17.5529
Kandi,JHARKHAND,12.6828
Majhiaon,JHARKHAND,3.8613
Bardiha,JHARKHAND,16.8913
Ramna,JHARKHAND,9.7407
Bishunpura,JHARKHAND,16.7309
Nagaruntari,JHARKHAND,10.3397
Dhurki,JHARKHAND,13.1894
Sagma,JHARKHAND,0.0
Dandai,JHARKHAND,14.4654
Chinia,JHARKHAND,0.0
Meral (Pipra Kalan),JHARKHAND,7.0494
Garhwa,JHARKHAND,12.8663
Danda,JHARKHAND,9.5244
Ranka,JHARKHAND,16.5483
Ramkanda,JHARKHAND,0.0
Bhandaria,JHARKHAND,0.0
Shaligram Ram Narayanpur(Hunt*,JHARKHAND,156.2402
Pratappur,JHARKHAND,102.383
Kunda,JHARKHAND,38.7804
Lawalaung,JHARKHAND,68.0999
Chatra,JHARKHAND,361.7279
Kanha Chatti,JHARKHAND,66.3634
Itkhori,JHARKHAND,117.3995
Mayur Hand,JHARKHAND,78.2627
Gidhaur,JHARKHAND,66.6313
Pathalgora,JHARKHAND,52.1467
Simaria,JHARKHAND,209.1168
Tandwa,JHARKHAND,152.909
Satgawan,JHARKHAND,38.1621
Kodarma,JHARKHAND,207.7507
Domchanch,JHARKHAND,69.8722
Jainagar,JHARKHAND,89.5982
Chandwara,JHARKHAND,58.4532
Markacho,JHARKHAND,62.7185
Gawan,JHARKHAND,61.701
Tisri,JHARKHAND,43.7406
Deori,JHARKHAND,151.2043
Dhanwar,JHARKHAND,100.4302
Jamua,JHARKHAND,168.4032
Bengabad,JHARKHAND,133.5313
Gande,JHARKHAND,130.0248
Giridih,JHARKHAND,303.5994
Birni,JHARKHAND,64.866
Bagodar,JHARKHAND,56.8549
Sariya,JHARKHAND,114.9477
Dumri,JHARKHAND,114.4804
Pirtanr,JHARKHAND,84.1128
Deoghar,JHARKHAND,334.1427
Mohanpur,JHARKHAND,234.9517
Sarwan,JHARKHAND,129.1334
Sona Rai Tharhi,JHARKHAND,40.8449
Devipur,JHARKHAND,102.5462
Madhupur,JHARKHAND,114.1866
Margo Munda,JHARKHAND,47.6532
Karon,JHARKHAND,62.2317
Sarath,JHARKHAND,144.2674
Palojori,JHARKHAND,141.9195
Meherma,JHARKHAND,37.0641
Thakurgangti,JHARKHAND,53.1385
Boarijor,JHARKHAND,193.5915
Mahagama,JHARKHAND,100.6703
Pathargama,JHARKHAND,109.6525
Bashant Rai*,JHARKHAND,65.726
Godda,JHARKHAND,299.2169
Poreyahat,JHARKHAND,114.1895
Sundarpahari,JHARKHAND,45.7284
Sahibganj,JHARKHAND,31.8662
Mandro,JHARKHAND,72.6827
Borio,JHARKHAND,293.8877
Barhait,JHARKHAND,100.8361
Taljhari,JHARKHAND,158.7853
Rajmahal,JHARKHAND,98.6255
Udhwa,JHARKHAND,77.4109
Pathna,JHARKHAND,81.6056
Barharwa,JHARKHAND,101.1157
Litipara,JHARKHAND,74.0038
Amrapara,JHARKHAND,48.5556
Hiranpur,JHARKHAND,57.2977
Pakaur,JHARKHAND,118.6628
Maheshpur,JHARKHAND,69.314
Pakuria,JHARKHAND,45.6127
Tundi,JHARKHAND,80.8898
Purbi Tundi*,JHARKHAND,49.6309
Topchanchi,JHARKHAND,72.7857
Baghmara-Cum-Katras,JHARKHAND,158.0159
Gobindpur,JHARKHAND,105.8133
Dhanbad-Cum-Kenduadih-Cum-Jag*,JHARKHAND,159.9736
Jharia-Cum-Jorapokhar-Cum-Sin*,JHARKHAND,22.1685
Baliapur,JHARKHAND,123.9659
Nirsa-Cum-Chirkunda,JHARKHAND,51.3413
Nawadih,JHARKHAND,94.6003
Chandrapura,JHARKHAND,60.2544
Bermo,JHARKHAND,26.5364
Gumia,JHARKHAND,114.7664
Peterwar,JHARKHAND,155.0461
Kasmar,JHARKHAND,35.0354
Jaridih,JHARKHAND,49.7703
Chas,JHARKHAND,286.2419
Chandankiyari,JHARKHAND,56.7737
Kisko,JHARKHAND,24.0884
Peshrar,JHARKHAND,41.1741
Kuru,JHARKHAND,67.2808
Kairo,JHARKHAND,32.6133
Lohardaga,JHARKHAND,127.5476
Senha,JHARKHAND,50.3099
Bhandra,JHARKHAND,55.9129
Patamda,JHARKHAND,90.0571
Boram,JHARKHAND,44.3195
Golmuri-Cum-Jugsalai,JHARKHAND,86.0557
Ghatshila,JHARKHAND,110.0392
Potka,JHARKHAND,144.9469
Musabani,JHARKHAND,170.2689
Dumaria,JHARKHAND,43.1344
Dhalbhumgarh,JHARKHAND,85.0412
Gurbandha,JHARKHAND,62.9229
Chakulia,JHARKHAND,134.8441
Baharagora,JHARKHAND,66.0096
Hussainabad,JHARKHAND,183.3974
Haidernagar,JHARKHAND,25.8743
Mohammad Ganj,JHARKHAND,40.3254
Hariharganj,JHARKHAND,33.5692
Pipra,JHARKHAND,32.6834
Chhatarpur,JHARKHAND,205.4497
Nawadiha Bazar/Nawadiha*,JHARKHAND,119.8919
Pandu,JHARKHAND,93.7824
Untari Road,JHARKHAND,32.4188
Bishrampur,JHARKHAND,117.0504
Nawa Bazar,JHARKHAND,141.2502
Patan,JHARKHAND,407.829
Padwa,JHARKHAND,89.9857
Manatu,JHARKHAND,61.1153
Tarhasi,JHARKHAND,127.9999
Panki,JHARKHAND,137.8733
Satbarwa,JHARKHAND,48.8582
Nilambar-Pitambarpur(Lesligan*,JHARKHAND,204.4571
Medininagar(Daltonganj),JHARKHAND,159.8976
Chainpur,JHARKHAND,311.0884
Manika,JHARKHAND,134.0611
Barwadih,JHARKHAND,295.5482
Mahuadanr,JHARKHAND,86.244
Garu,JHARKHAND,98.0324
Latehar,JHARKHAND,295.3116
Balumath,JHARKHAND,128.67
Bariyatu,JHARKHAND,117.1793
Herhanj,JHARKHAND,85.7737
Chandwa,JHARKHAND,129.621
Chauparan,JHARKHAND,107.2784
Barhi,JHARKHAND,93.6137
Padma,JHARKHAND,76.9417
Ichak,JHARKHAND,147.4713
Tati Jhariya,JHARKHAND,20.7912
Daru,JHARKHAND,46.6733
Barkatha,JHARKHAND,72.0603
Chalkusa,JHARKHAND,32.9744
Bishungarh,JHARKHAND,76.1886
Hazaribag,JHARKHAND,270.005
Katkamsandi,JHARKHAND,126.0516
Katamdag,JHARKHAND,146.6891
Keredari,JHARKHAND,138.7635
Barkagaon,JHARKHAND,146.4561
Churchu,JHARKHAND,86.2529
Dadi,JHARKHAND,56.7182
Patratu,JHARKHAND,72.371
Mandu,JHARKHAND,164.1848
Ramgarh,JHARKHAND,112.2256
Dulmi,JHARKHAND,47.9768
Chitarpur,JHARKHAND,51.2998
Gola,JHARKHAND,93.4762
Saraiyahat,JHARKHAND,141.7325
Jarmundi,JHARKHAND,155.4564
Ramgarh,JHARKHAND,110.8539
Gopikandar,JHARKHAND,25.2409
Kathikund,JHARKHAND,170.5999
Shikaripara,JHARKHAND,102.7704
Ranishwar,JHARKHAND,100.3536
Dumka,JHARKHAND,305.5528
Jama,JHARKHAND,127.5853
Masalia,JHARKHAND,124.3274
Narayanpur,JHARKHAND,140.2467
Karma Tanr Vidyasagar*,JHARKHAND,58.0645
Jamtara,JHARKHAND,179.672
Nala,JHARKHAND,156.5832
Fatehpur,JHARKHAND,42.2641
Kundhit,JHARKHAND,94.8835
Burmu,JHARKHAND,56.5877
Khelari,JHARKHAND,40.4826
Kanke,JHARKHAND,474.3696
Ormanjhi,JHARKHAND,61.5306
Angara,JHARKHAND,127.5921
Rahe,JHARKHAND,58.5661
Silli,JHARKHAND,42.428
Sonahatu,JHARKHAND,72.5272
Namkum,JHARKHAND,306.5236
Ratu,JHARKHAND,64.1412
Nagri,JHARKHAND,126.0546
Mandar,JHARKHAND,93.1577
Chanho,JHARKHAND,73.2569
Bero,JHARKHAND,56.3763
Itki,JHARKHAND,25.3604
Lapung,JHARKHAND,30.6667
Bundu,JHARKHAND,87.87
Tamar I,JHARKHAND,124.2015
Karra,JHARKHAND,110.2726
Torpa,JHARKHAND,93.6376
Rania,JHARKHAND,26.4745
Murhu,JHARKHAND,115.4261
Khunti,JHARKHAND,149.8265
Erki(Tamar II),JHARKHAND,57.1008
Bishunpur,JHARKHAND,104.1039
Ghaghra,JHARKHAND,141.4846
Sisai,JHARKHAND,158.9499
Verno,JHARKHAND,91.9233
Kamdara,JHARKHAND,65.6633
Basia,JHARKHAND,135.8073
Gumla,JHARKHAND,333.0836
Chainpur,JHARKHAND,158.8884
Dumri,JHARKHAND,42.515
Albert Ekka(Jari),JHARKHAND,47.6953
Raidih,JHARKHAND,140.1234
Palkot,JHARKHAND,81.8475
Simdega,JHARKHAND,192.6075
Pakar Tanr,JHARKHAND,47.0448
Kurdeg,JHARKHAND,35.0674
Kersai,JHARKHAND,78.7009
Bolba,JHARKHAND,48.2666
Thethaitangar,JHARKHAND,96.6502
Kolebira,JHARKHAND,115.1954
Jaldega,JHARKHAND,79.1597
Bansjor,JHARKHAND,40.3402
Bano,JHARKHAND,100.8673
Sonua,JHARKHAND,83.8699
Gudri,JHARKHAND,20.3447
Bandgaon,JHARKHAND,47.4422
Chakradharpur,JHARKHAND,129.0699
Khuntpani,JHARKHAND,126.3849
Goilkera,JHARKHAND,195.1829
Anandpur,JHARKHAND,45.9972
Manoharpur,JHARKHAND,101.2911
Noamundi,JHARKHAND,152.8403
Tonto,JHARKHAND,378.4651
Hat Gamharia,JHARKHAND,107.6377
Chaibasa,JHARKHAND,87.6583
Tantnagar,JHARKHAND,45.0891
Manjhari,JHARKHAND,56.1646
Jhinkpani,JHARKHAND,83.7309
Jagannathpur,JHARKHAND,93.5225
Kumardungi,JHARKHAND,61.278
Majhgaon,JHARKHAND,33.997
Kuchai,JHARKHAND,66.1911
Kharsawan,JHARKHAND,168.3961
Chandil,JHARKHAND,142.1716
Ichagarh,JHARKHAND,72.4042
Kukru,JHARKHAND,36.1924
Nimdih,JHARKHAND,92.259
Adityapur(Gamharia),JHARKHAND,246.9761
Saraikela,JHARKHAND,157.7412
Gobindpur(Rajnagar),JHARKHAND,125.0884
Chikodi,KARNATAKA,0.0
Athni,KARNATAKA,0.0
Raybag,KARNATAKA,0.0
Gokak,KARNATAKA,0.0
Hukeri,KARNATAKA,0.0
Belgaum,KARNATAKA,0.0
Khanapur,KARNATAKA,0.0
Sampgaon,KARNATAKA,0.0
Parasgad,KARNATAKA,3.0284
Ramdurg,KARNATAKA,27.4612
Jamkhandi,KARNATAKA,0.0
Bilgi,KARNATAKA,0.0
Mudhol,KARNATAKA,0.0
Badami,KARNATAKA,40.1016
Bagalkot,KARNATAKA,20.7006
Hungund,KARNATAKA,0.0
Bijapur,KARNATAKA,35.3236
Sindgi,KARNATAKA,0.0
Basavana Bagevadi,KARNATAKA,0.0
Muddebihal,KARNATAKA,0.0
Basavakalyan,KARNATAKA,99.6104
Bhalki,KARNATAKA,170.2854
Aurad,KARNATAKA,99.5878
Bidar,KARNATAKA,156.7132
Homnabad,KARNATAKA,78.8731
Lingsugur,KARNATAKA,17.8094
Devadurga,KARNATAKA,73.7392
Raichur,KARNATAKA,125.9119
Manvi,KARNATAKA,55.3602
Sindhnur,KARNATAKA,24.448
Yelbarga,KARNATAKA,43.9245
Kushtagi,KARNATAKA,0.0
Gangawati,KARNATAKA,10.9605
Koppal,KARNATAKA,0.0
Nargund,KARNATAKA,105.5173
Ron,KARNATAKA,262.3614
Gadag,KARNATAKA,404.0263
Shirhatti,KARNATAKA,187.4439
Mundargi,KARNATAKA,232.8714
Dharwad,KARNATAKA,198.0964
Navalgund,KARNATAKA,138.7706
Hubli,KARNATAKA,256.9082
Kalghatgi,KARNATAKA,94.1476
Kundgol,KARNATAKA,132.1146
Karwar,KARNATAKA,0.0
Supa,KARNATAKA,0.0
Haliyal,KARNATAKA,0.0
Yellapur,KARNATAKA,0.0
Mundgod,KARNATAKA,0.0
Sirsi,KARNATAKA,5.4776
Ankola,KARNATAKA,0.0
Kumta,KARNATAKA,0.0
Siddapur,KARNATAKA,1.9885
Honavar,KARNATAKA,0.0
Bhatkal,KARNATAKA,0.0
Shiggaon,KARNATAKA,105.6516
Savanur,KARNATAKA,125.345
Hangal,KARNATAKA,214.2376
Haveri,KARNATAKA,241.1675
Byadgi,KARNATAKA,188.1254
Hirekerur,KARNATAKA,174.6788
Ranibennur,KARNATAKA,175.1443
Hadagalli,KARNATAKA,52.0229
Hagaribommanahalli,KARNATAKA,123.7593
Hospet,KARNATAKA,76.8959
Siruguppa,KARNATAKA,173.4477
Bellary,KARNATAKA,412.0602
Sandur,KARNATAKA,253.6581
Kudligi,KARNATAKA,224.1697
Molakalmuru,KARNATAKA,99.272
Challakere,KARNATAKA,257.2357
Chitradurga,KARNATAKA,298.0947
Holalkere,KARNATAKA,186.06
Hosdurga,KARNATAKA,213.5907
Hiriyur,KARNATAKA,222.4642
Harihar,KARNATAKA,144.293
Harapanahalli,KARNATAKA,208.629
Jagalur,KARNATAKA,151.2607
Davanagere,KARNATAKA,178.2112
Honnali,KARNATAKA,199.2659
Channagiri,KARNATAKA,83.5886
Sagar,KARNATAKA,346.8609
Sorab,KARNATAKA,236.25
Shikarpur,KARNATAKA,268.603
Hosanagara,KARNATAKA,435.75
Tirthahalli,KARNATAKA,283.8882
Shimoga,KARNATAKA,453.5455
Bhadravati,KARNATAKA,181.0062
Kundapura,KARNATAKA,34.9587
Udupi,KARNATAKA,0.0
Karkal,KARNATAKA,0.0
Sringeri,KARNATAKA,64.4437
Koppa,KARNATAKA,197.241
Narasimharajapura,KARNATAKA,89.299
Tarikere,KARNATAKA,39.3086
Kadur,KARNATAKA,28.2196
Chikmagalur,KARNATAKA,381.4132
Mudigere,KARNATAKA,229.2033
Chiknayakanhalli,KARNATAKA,202.9351
Sira,KARNATAKA,203.6766
Pavagada,KARNATAKA,156.6736
Madhugiri,KARNATAKA,53.2755
Koratagere,KARNATAKA,8.5123
Tumkur,KARNATAKA,123.5529
Gubbi,KARNATAKA,208.9236
Tiptur,KARNATAKA,206.8132
Turuvekere,KARNATAKA,25.1057
Kunigal,KARNATAKA,32.4137
Bangalore North,KARNATAKA,596.9756
Bangalore South,KARNATAKA,449.9048
Bangalore East,KARNATAKA,326.6628
Anekal,KARNATAKA,392.9854
Krishnarajpet,KARNATAKA,196.9711
Nagamangala,KARNATAKA,187.9437
Pandavapura,KARNATAKA,184.0088
Shrirangapattana,KARNATAKA,117.6549
Mandya,KARNATAKA,258.7643
Maddur,KARNATAKA,226.2898
Malavalli,KARNATAKA,146.2201
Sakleshpur,KARNATAKA,150.13
Belur,KARNATAKA,225.631
Arsikere,KARNATAKA,277.4251
Hassan,KARNATAKA,478.9358
Alur,KARNATAKA,121.3097
Arkalgud,KARNATAKA,175.6514
Hole Narsipur,KARNATAKA,145.0734
Channarayapatna,KARNATAKA,378.5366
Mangalore,KARNATAKA,38.185
Bantval,KARNATAKA,0.0
Beltangadi,KARNATAKA,0.302
Puttur,KARNATAKA,25.8118
Sulya,KARNATAKA,32.4073
Madikeri,KARNATAKA,186.42
Somvarpet,KARNATAKA,193.3336
Virajpet,KARNATAKA,217.6053
Piriyapatna,KARNATAKA,225.5264
Hunsur,KARNATAKA,191.6688
Krishnarajanagara,KARNATAKA,95.2859
Mysore,KARNATAKA,452.3729
Heggadadevankote,KARNATAKA,184.0206
Nanjangud,KARNATAKA,245.6542
Tirumakudal - Narsipur,KARNATAKA,154.8516
Gundlupet,KARNATAKA,208.9123
Chamarajanagar,KARNATAKA,246.0917
Yelandur,KARNATAKA,18.8465
Kollegal,KARNATAKA,217.0994
Afzalpur,KARNATAKA,148.0413
Gulbarga,KARNATAKA,187.0086
Chincholi,KARNATAKA,98.4955
Sedam,KARNATAKA,81.6544
Chitapur,KARNATAKA,79.5812
Jevargi,KARNATAKA,121.5133
Shorapur,KARNATAKA,95.8644
Shahpur,KARNATAKA,165.2535
Yadgir,KARNATAKA,96.2803
Srinivaspur,KARNATAKA,152.8609
Kolar,KARNATAKA,369.2377
Malur,KARNATAKA,152.054
Bangarapet,KARNATAKA,249.8745
Mulbagal,KARNATAKA,231.1036
Gauribidanur,KARNATAKA,216.6334
Chikkaballapura,KARNATAKA,206.334
Gudibanda,KARNATAKA,56.5661
Bagepalli,KARNATAKA,173.6103
Sidlaghatta,KARNATAKA,177.1125
Chintamani,KARNATAKA,71.2594
Nelamangala,KARNATAKA,124.8593
Dod Ballapur,KARNATAKA,255.4491
Devanahalli,KARNATAKA,162.2678
Hosakote,KARNATAKA,151.0727
Magadi,KARNATAKA,161.5811
Ramanagara,KARNATAKA,161.5242
Channapatna,KARNATAKA,74.0112
Kanakapura,KARNATAKA,150.6968
Kasaragod,KERALA,361.1981
Hosdurg,KERALA,196.9505
Taliparamba,KERALA,283.2544
Kannur,KERALA,391.2918
Thalassery,KERALA,491.6855
Mananthavady,KERALA,104.9246
Sulthanbathery,KERALA,46.6756
Vythiri,KERALA,126.9105
Vadakara,KERALA,178.9692
Quilandy,KERALA,322.7145
Kozhikode,KERALA,459.8532
Ernad,KERALA,365.72
Nilambur,KERALA,161.6246
Perinthalmanna,KERALA,370.2573
Tirur,KERALA,199.6298
Tirurangadi,KERALA,146.8405
Ponnani,KERALA,77.6149
Ottappalam,KERALA,326.413
Mannarkad,KERALA,158.8387
Palakkad,KERALA,432.1676
Chittur,KERALA,66.5009
Alathur,KERALA,131.0653
Talappilly,KERALA,170.2914
Chavakkad,KERALA,103.0743
Thrissur,KERALA,403.6964
Kodungallur,KERALA,51.5009
Mukundapuram,KERALA,279.8969
Kunnathunad,KERALA,111.9031
Aluva,KERALA,137.7585
Paravur,KERALA,80.3374
Kochi,KERALA,48.3134
Kanayannur,KERALA,491.1732
Muvattupuzha,KERALA,130.6093
Kothamangalam,KERALA,95.8887
Devikulam,KERALA,141.9858
Udumbanchola,KERALA,192.8336
Thodupuzha,KERALA,346.1347
Peerumade,KERALA,106.5314
Meenachil,KERALA,97.3012
